TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType
14.10.2023 20:54,567042,88347271-0025,REFUNDED,-50145.0,-50094.85,-50.15,KZT,EUABFIS,credit,credit 6 months
14.10.2023 08:45,574146,66332836-0006,REFUNDED,-16440.0,-16423.56,-16.44,KZT,EUABFIS,credit,credit 3 months
14.10.2023 14:17,574478,0136650846-0004,REFUNDED,-11915.0,-11903.08,-11.92,KZT,HALYK,credit,credit 6 months
14.10.2023 00:11,574950,0127992481-0010,ISSUED,138628.0,138489.37,138.63,KZT,FASTCASH,credit,credit 12 months
14.10.2023 00:34,574978,0144616551-0002,ISSUED,31381.0,31349.62,31.38,KZT,EUABFIS,credit,credit 3 months
14.10.2023 01:21,575018,0137530541-0013,ISSUED,18139.0,18120.86,18.14,KZT,EUABFIS,credit,credit 3 months
14.10.2023 03:09,575088,0136695565-0009,ISSUED,43852.0,43808.15,43.85,KZT,EUABFIS,credit,credit 3 months
14.10.2023 03:50,575096,0141532475-0015,ISSUED,22552.0,22529.45,22.55,KZT,EUABFIS,credit,credit 3 months
14.10.2023 06:09,575121,89178859-0001,ISSUED,7662.0,7654.34,7.66,KZT,FASTCASH,credit,credit 12 months
14.10.2023 06:57,575127,97649645-0002,ISSUED,58102.0,58043.9,58.1,KZT,FASTCASH,credit,credit 12 months
14.10.2023 07:28,575133,0142952327-0016,ISSUED,16160.0,16143.84,16.16,KZT,HALYK,credit,credit 6 months
14.10.2023 08:52,575162,0144392940-0005,ISSUED,199108.0,198908.89,199.11,KZT,EUABFIS,credit,credit 3 months
14.10.2023 10:25,575239,0144741074-0003,ISSUED,104091.0,103986.91,104.09,KZT,EUABFIS,credit,credit 3 months
14.10.2023 10:29,575243,0138163657-0005,ISSUED,29088.0,29058.91,29.09,KZT,EUABFIS,credit,credit 6 months
14.10.2023 10:57,575280,0140023739-0001,ISSUED,6126.0,6119.87,6.13,KZT,FASTCASH,credit,credit 12 months
14.10.2023 11:08,575299,35257219-0004,ISSUED,10776.0,10765.22,10.78,KZT,EUABFIS,credit,credit 3 months
14.10.2023 11:20,575320,0139514343-0003,ISSUED,5951.0,5945.05,5.95,KZT,FASTCASH,credit,credit 12 months
14.10.2023 11:32,575348,0144755728-0001,ISSUED,821120.0,820298.88,821.12,KZT,HALYK,credit,credit 48 months
14.10.2023 11:55,575395,0144756738-0002,ISSUED,53056.0,53002.94,53.06,KZT,EUABFIS,credit,credit 6 months
14.10.2023 12:53,575524,0142640411-0016,ISSUED,57756.0,57698.24,57.76,KZT,HALYK,credit,credit 12 months
14.10.2023 12:53,575527,89638318-0009,ISSUED,58855.0,58796.14,58.86,KZT,FASTCASH,credit,credit 12 months
14.10.2023 13:38,575621,0138659238-0004,ISSUED,86425.0,86338.57,86.43,KZT,EUABFIS,credit,credit 24 months
14.10.2023 14:06,575681,0142640411-0019,ISSUED,36156.0,36119.84,36.16,KZT,HALYK,credit,credit 12 months
14.10.2023 14:09,575691,0144392277-0001,ISSUED,25364.0,25338.64,25.36,KZT,EUABFIS,credit,credit 6 months
14.10.2023 14:13,575705,57691155-0011,ISSUED,37203.0,37165.8,37.2,KZT,FASTCASH,credit,credit 12 months
14.10.2023 14:56,575802,0144766271-0004,ISSUED,43311.0,43267.69,43.31,KZT,EUABFIS,credit,credit 24 months
14.10.2023 15:08,575834,91143747-0005,ISSUED,190450.0,190259.55,190.45,KZT,EUABFIS,credit,credit 12 months
14.10.2023 15:10,575841,0144766271-0005,ISSUED,43311.0,43267.69,43.31,KZT,EUABFIS,credit,credit 24 months
14.10.2023 16:12,575985,0142640411-0022,ISSUED,57355.0,57297.64,57.36,KZT,HALYK,credit,credit 24 months
14.10.2023 16:18,576005,0140579174-0005,ISSUED,30306.0,30275.69,30.31,KZT,EUABFIS,credit,credit 3 months
14.10.2023 16:23,576020,0144765164-0002,ISSUED,55688.0,55632.31,55.69,KZT,EUABFIS,credit,credit 6 months
