TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType
08.11.2023 13:47,603262,0143470223-0014,REFUNDED,-5248.0,-5242.75,-5.25,KZT,FASTCASH,credit,credit 12 months
08.11.2023 22:36,613568,0145242722-0004,REFUNDED,-19786.0,-19766.21,-19.79,KZT,FASTCASH,credit,credit 12 months
08.11.2023 12:21,613728,0142662409-0012,REFUNDED,-63948.0,-63884.05,-63.95,KZT,HALYK,credit,credit 36 months
08.11.2023 11:29,614097,0145397974-0014,REFUNDED,-74541.0,-74466.46,-74.54,KZT,HALYK,credit,credit 36 months
08.11.2023 13:47,614496,0143470223-0029,REFUNDED,-8525.0,-8516.47,-8.53,KZT,EUABFIS,credit,credit 12 months
08.11.2023 09:24,616510,0146022518-0004,REFUNDED,-27917.0,-27889.08,-27.92,KZT,EUABFIS,credit,credit 12 months
08.11.2023 09:03,616547,0146022518-0005,REFUNDED,-55834.0,-55778.17,-55.83,KZT,EUABFIS,credit,credit 12 months
08.11.2023 19:04,620306,0144610553-0008,REFUNDED,-8051.0,-8042.95,-8.05,KZT,EUABFIS,credit,credit 24 months
08.11.2023 15:07,623439,0146571432-0001,REFUNDED,-13566.0,-13552.43,-13.57,KZT,HALYK,credit,credit 6 months
07.11.2023 23:56,626172,0143470223-0031,ISSUED,8131.0,8122.87,8.13,KZT,EUABFIS,credit,credit 12 months
08.11.2023 00:09,626198,0144700653-0011,ISSUED,13448.0,13434.55,13.45,KZT,HALYK,credit,credit 6 months
08.11.2023 01:17,626258,0146780246-0007,ISSUED,18504.0,18485.5,18.5,KZT,HALYK,credit,credit 6 months
08.11.2023 01:29,626275,0106988631-0004,ISSUED,40502.0,40461.5,40.5,KZT,FASTCASH,credit,credit 12 months
08.11.2023 01:33,626281,0146674154-0002,ISSUED,61242.0,61180.76,61.24,KZT,EUABFIS,credit,credit 12 months
08.11.2023 02:13,626305,0146782172-0002,ISSUED,15230.0,15214.77,15.23,KZT,HALYK,credit,credit 6 months
08.11.2023 02:49,626321,0142069790-0001,ISSUED,34330.0,34295.67,34.33,KZT,FASTCASH,credit,credit 12 months
08.11.2023 07:40,626393,0144789528-0002,ISSUED,10598.0,10587.4,10.6,KZT,EUABFIS,credit,credit 24 months
08.11.2023 07:45,626396,86031697-0037,ISSUED,27920.0,27892.08,27.92,KZT,EUABFIS,credit,credit 12 months
08.11.2023 08:35,626413,0133579615-0004,ISSUED,60249.0,60188.75,60.25,KZT,FASTCASH,credit,credit 12 months
08.11.2023 09:05,626424,0139845374-0009,ISSUED,27433.0,27405.57,27.43,KZT,FASTCASH,credit,credit 12 months
08.11.2023 09:06,626425,93697411-0007,ISSUED,11502.0,11490.5,11.5,KZT,EUABFIS,credit,credit 12 months
08.11.2023 09:17,626432,0139054282-0004,ISSUED,10855.0,10844.14,10.86,KZT,EUABFIS,credit,credit 24 months
08.11.2023 09:20,626437,0146240291-0002,ISSUED,69348.0,69278.65,69.35,KZT,FASTCASH,credit,credit 12 months
08.11.2023 09:50,626461,0100437711-0003,ISSUED,14781.0,14766.22,14.78,KZT,EUABFIS,credit,credit 12 months
08.11.2023 10:19,626484,0145770478-0021,REFUNDED,-107435.0,-107327.56,-107.44,KZT,HALYK,credit,credit 48 months
08.11.2023 10:09,626484,0145770478-0021,ISSUED,107435.0,107327.56,107.44,KZT,HALYK,credit,credit 48 months
08.11.2023 10:19,626503,0145770478-0022,ISSUED,107435.0,107327.56,107.44,KZT,HALYK,credit,credit 48 months
08.11.2023 10:33,626522,0131740992-0002,ISSUED,44982.0,44937.02,44.98,KZT,EUABFIS,credit,credit 12 months
08.11.2023 10:33,626523,0139664037-0031,ISSUED,21307.0,21285.69,21.31,KZT,FASTCASH,credit,credit 12 months
08.11.2023 10:41,626531,0142213997-0003,ISSUED,62049.0,61986.95,62.05,KZT,HALYK,credit,credit 36 months
08.11.2023 11:05,626584,0146809746-0001,ISSUED,20786.0,20765.21,20.79,KZT,EUABFIS,credit,credit 24 months
08.11.2023 11:06,626586,0145397974-0019,ISSUED,59369.0,59309.63,59.37,KZT,HALYK,credit,credit 36 months
08.11.2023 11:24,626616,0128892427-0012,ISSUED,18791.0,18772.21,18.79,KZT,HALYK,credit,credit 6 months
08.11.2023 11:35,626641,0136353313-0008,ISSUED,101955.0,101853.04,101.96,KZT,HALYK,credit,credit 36 months
08.11.2023 11:42,626663,85688893-0030,ISSUED,51896.0,51844.1,51.9,KZT,EUABFIS,credit,credit 12 months
08.11.2023 13:20,626889,0145248399-0002,ISSUED,17567.0,17549.43,17.57,KZT,FASTCASH,credit,credit 12 months
08.11.2023 13:20,626891,0143195147-0005,ISSUED,29292.0,29262.71,29.29,KZT,EUABFIS,credit,credit 12 months
08.11.2023 13:54,626961,0126939734-0005,ISSUED,30731.0,30700.27,30.73,KZT,FASTCASH,credit,credit 12 months
08.11.2023 14:03,626977,0146822223-0001,ISSUED,124789.0,124664.21,124.79,KZT,FASTCASH,credit,credit 12 months
08.11.2023 14:04,626982,0141925922-0041,ISSUED,104001.0,103897.0,104.0,KZT,EUABFIS,credit,credit 24 months
08.11.2023 14:13,627008,0142271241-0005,ISSUED,21030.0,21008.97,21.03,KZT,FASTCASH,credit,credit 12 months
08.11.2023 14:21,627034,0146776838-0002,ISSUED,85456.0,85370.54,85.46,KZT,EUABFIS,credit,credit 24 months
08.11.2023 14:45,627104,0138758147-0003,ISSUED,15893.0,15877.11,15.89,KZT,EUABFIS,credit,credit 24 months
08.11.2023 15:00,627158,0142364349-0009,ISSUED,67902.0,67834.1,67.9,KZT,FASTCASH,credit,credit 12 months
