TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType
17.10.2023 14:50,561034,0119286657-0033,REFUNDED,-8453.0,-8444.55,-8.45,KZT,EUABFIS,credit,credit 3 months
17.10.2023 13:10,565956,35848916-0002,REFUNDED,-33823.0,-33789.18,-33.82,KZT,FASTCASH,credit,credit 12 months
17.10.2023 15:38,567469,0141209118-0006,REFUNDED,-88230.0,-88141.77,-88.23,KZT,EUABFIS,credit,credit 3 months
17.10.2023 15:39,571385,0140843155-0002,REFUNDED,-5674.0,-5668.33,-5.67,KZT,FASTCASH,credit,credit 12 months
17.10.2023 11:29,575985,0142640411-0022,REFUNDED,-57355.0,-57297.64,-57.36,KZT,HALYK,credit,credit 24 months
17.10.2023 12:46,579395,78551589-0007,REFUNDED,-5897.0,-5891.1,-5.9,KZT,FASTCASH,credit,credit 12 months
16.10.2023 23:55,580858,0139844716-0003,ISSUED,200174.0,199973.83,200.17,KZT,EUABFIS,credit,credit 12 months
17.10.2023 03:06,581007,0144965483-0002,ISSUED,50707.0,50656.29,50.71,KZT,EUABFIS,credit,credit 12 months
17.10.2023 09:30,581134,92799995-0022,ISSUED,87761.0,87673.24,87.76,KZT,HALYK,credit,credit 36 months
17.10.2023 10:07,581134,92799995-0022,REFUNDED,-87761.0,-87673.24,-87.76,KZT,HALYK,credit,credit 36 months
17.10.2023 09:51,581166,0143401560-0026,ISSUED,93612.0,93518.39,93.61,KZT,FASTCASH,credit,credit 12 months
17.10.2023 10:11,581193,61510421-0002,ISSUED,44431.0,44386.57,44.43,KZT,EUABFIS,credit,credit 12 months
17.10.2023 10:13,581195,0142970466-0015,ISSUED,82259.0,82176.74,82.26,KZT,HALYK,credit,credit 48 months
17.10.2023 10:27,581220,92799995-0023,ISSUED,87761.0,87673.24,87.76,KZT,HALYK,credit,credit 36 months
17.10.2023 11:01,581220,92799995-0023,REFUNDED,-87761.0,-87673.24,-87.76,KZT,HALYK,credit,credit 36 months
17.10.2023 10:36,581242,0143105038-0001,ISSUED,9977.0,9967.02,9.98,KZT,EUABFIS,credit,credit 12 months
17.10.2023 10:39,581251,92799995-0024,ISSUED,87761.0,87673.24,87.76,KZT,HALYK,credit,credit 36 months
17.10.2023 11:39,581423,69561625-0001,ISSUED,16616.0,16599.38,16.62,KZT,EUABFIS,credit,credit 12 months
