TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType
28.10.2023 09:20,580241,63428420-0001,REFUNDED,-7843.0,-7835.16,-7.84,KZT,EUABFIS,credit,credit 12 months
28.10.2023 14:15,601759,0143278390-0007,REFUNDED,-12380.0,-12367.62,-12.38,KZT,HALYK,credit,credit 6 months
28.10.2023 00:04,602009,75177164-0005,ISSUED,64114.0,64049.89,64.11,KZT,FASTCASH,credit,credit 12 months
28.10.2023 01:35,602091,0131937289-0008,ISSUED,104912.0,104807.09,104.91,KZT,EUABFIS,credit,credit 12 months
28.10.2023 02:03,602105,0145239246-0002,ISSUED,29660.0,29630.34,29.66,KZT,FASTCASH,credit,credit 12 months
28.10.2023 02:13,602110,0145865315-0001,ISSUED,17293.0,17275.71,17.29,KZT,FASTCASH,credit,credit 12 months
28.10.2023 05:14,602167,45416872-0011,ISSUED,16429.0,16412.57,16.43,KZT,FASTCASH,credit,credit 12 months
28.10.2023 08:14,602195,0140424484-0004,ISSUED,178069.0,177890.93,178.07,KZT,HALYK,credit,credit 12 months
28.10.2023 09:45,602259,0133374354-0002,ISSUED,23981.0,23957.02,23.98,KZT,FASTCASH,credit,credit 12 months
28.10.2023 10:12,602282,0142776326-0003,ISSUED,31847.0,31815.15,31.85,KZT,EUABFIS,credit,credit 12 months
28.10.2023 10:21,602297,0142294576-0008,ISSUED,118726.0,118607.27,118.73,KZT,HALYK,credit,credit 36 months
28.10.2023 10:59,602343,0145049832-0003,ISSUED,221811.0,221589.19,221.81,KZT,EUABFIS,credit,credit 24 months
28.10.2023 11:18,602371,61597370-0005,ISSUED,31813.0,31781.19,31.81,KZT,EUABFIS,credit,credit 12 months
28.10.2023 11:46,602421,0144847962-0001,ISSUED,80493.0,80412.51,80.49,KZT,EUABFIS,credit,credit 24 months
28.10.2023 12:01,602452,0145878134-0001,ISSUED,29438.0,29408.56,29.44,KZT,FASTCASH,credit,credit 12 months
28.10.2023 12:53,602543,0145880470-0001,ISSUED,19846.0,19826.15,19.85,KZT,FASTCASH,credit,credit 12 months
28.10.2023 13:36,602630,0144280246-0013,ISSUED,87074.0,86986.93,87.07,KZT,FASTCASH,credit,credit 12 months
28.10.2023 14:17,602711,74873692-0018,ISSUED,12705.0,12692.29,12.71,KZT,FASTCASH,credit,credit 12 months
28.10.2023 14:19,602716,0129621108-0015,ISSUED,20381.0,20360.62,20.38,KZT,FASTCASH,credit,credit 12 months
28.10.2023 14:40,602753,0143278390-0008,ISSUED,22645.0,22622.35,22.65,KZT,HALYK,credit,credit 6 months
28.10.2023 14:56,602787,0143680784-0005,ISSUED,16520.0,16503.48,16.52,KZT,FASTCASH,credit,credit 12 months
28.10.2023 15:14,602827,0140317125-0003,ISSUED,31084.0,31052.92,31.08,KZT,HALYK,credit,credit 6 months
28.10.2023 15:29,602864,0139475872-0002,ISSUED,46358.0,46311.64,46.36,KZT,HALYK,credit,credit 6 months
28.10.2023 15:35,602879,0137561304-0004,ISSUED,25481.0,25455.52,25.48,KZT,FASTCASH,credit,credit 12 months
28.10.2023 16:01,602930,0139475872-0003,ISSUED,15847.0,15831.15,15.85,KZT,HALYK,credit,credit 6 months
28.10.2023 16:17,602961,0119286657-0037,ISSUED,9569.0,9559.43,9.57,KZT,EUABFIS,credit,credit 12 months
28.10.2023 16:18,602964,0135825675-0004,ISSUED,22145.0,22122.85,22.15,KZT,HALYK,credit,credit 6 months
28.10.2023 16:31,602991,0145892629-0002,ISSUED,62855.0,62792.14,62.86,KZT,EUABFIS,credit,credit 12 months
28.10.2023 16:51,603025,0145712566-0002,ISSUED,103158.0,103054.84,103.16,KZT,EUABFIS,credit,credit 12 months
28.10.2023 17:26,603095,0145885511-0001,ISSUED,36641.0,36604.36,36.64,KZT,FASTCASH,credit,credit 12 months
28.10.2023 17:27,603096,0141035193-0016,ISSUED,29793.0,29763.21,29.79,KZT,FASTCASH,credit,credit 12 months
28.10.2023 17:29,603103,0145881951-0001,ISSUED,161409.0,161247.59,161.41,KZT,EUABFIS,credit,credit 24 months
28.10.2023 17:34,603108,0138759877-0006,ISSUED,10129.0,10118.87,10.13,KZT,EUABFIS,credit,credit 12 months
28.10.2023 18:44,603251,0145770478-0006,ISSUED,108072.0,107963.93,108.07,KZT,HALYK,credit,credit 60 months
