TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType
29.11.2023 16:02,644340,0147554895-0001,REFUNDED,-19187.0,-19167.81,-19.19,KZT,FASTCASH,credit,credit 12 months
29.11.2023 09:30,664717,0148660281-0001,REFUNDED,-15606.0,-15590.39,-15.61,KZT,HOME,credit,credit 6 months
29.11.2023 15:52,665835,52422356-0011,REFUNDED,-140920.0,-140779.08,-140.92,KZT,FASTCASH,credit,credit 12 months
29.11.2023 19:40,668600,85361207-0051,REFUNDED,-24048.0,-24023.95,-24.05,KZT,HOME,credit,credit 6 months
29.11.2023 21:23,671468,0140317125-0007,REFUNDED,-34705.0,-34670.29,-34.71,KZT,HALYK,credit,credit 12 months
29.11.2023 03:06,672395,0148961067-0001,REFUNDED,-131108.0,-113408.42,-17699.58,KZT,FASTCASH,installment,installment 12 months
28.11.2023 09:04,673333,0148906455-0002,ISSUED,78304.0,78225.7,78.3,KZT,HOME,credit,credit 24 months
29.11.2023 18:54,674459,0148161146-0005,REFUNDED,-10440.0,-10429.56,-10.44,KZT,HALYK,credit,credit 6 months
28.11.2023 17:40,674665,65091519-0002,ISSUED,24948.0,24923.05,24.95,KZT,HOME,credit,credit 3 months
28.11.2023 23:14,675523,0146452584-0005,ISSUED,33694.0,33660.31,33.69,KZT,EUABFIS,credit,credit 3 months
28.11.2023 23:52,675630,0148454871-0001,ISSUED,13206.0,13192.79,13.21,KZT,EUABFIS,credit,credit 3 months
28.11.2023 23:58,675640,92481190-0006,ISSUED,73584.0,73510.42,73.58,KZT,HALYK,credit,credit 36 months
29.11.2023 00:00,675648,0138159065-0002,ISSUED,31938.0,31906.06,31.94,KZT,EUABFIS,credit,credit 3 months
29.11.2023 00:03,675657,0148445732-0009,ISSUED,47644.0,47596.36,47.64,KZT,HOME,credit,credit 12 months
29.11.2023 00:05,675665,0147265648-0002,ISSUED,21426.0,21404.57,21.43,KZT,FASTCASH,credit,credit 24 months
29.11.2023 00:06,675666,0149091747-0001,ISSUED,29822.0,29792.18,29.82,KZT,HOME,credit,credit 6 months
29.11.2023 00:07,675669,0149034190-0001,ISSUED,33270.0,33236.73,33.27,KZT,FASTCASH,credit,credit 12 months
29.11.2023 12:00,675669,0149034190-0001,REFUNDED,-33270.0,-33236.73,-33.27,KZT,FASTCASH,credit,credit 12 months
29.11.2023 00:14,675682,0149090810-0003,ISSUED,9742.0,9732.26,9.74,KZT,EUABFIS,credit,credit 6 months
29.11.2023 00:15,675683,0149092518-0001,ISSUED,16632.0,16615.37,16.63,KZT,HOME,credit,credit 6 months
29.11.2023 00:21,675703,0122719094-0004,ISSUED,18879.0,18860.12,18.88,KZT,EUABFIS,credit,credit 6 months
29.11.2023 00:23,675707,91554373-0014,ISSUED,11951.0,11939.05,11.95,KZT,HOME,credit,credit 6 months
29.11.2023 00:41,675742,91554373-0015,ISSUED,10823.0,10812.18,10.82,KZT,HOME,credit,credit 6 months
29.11.2023 00:43,675748,0149093684-0003,ISSUED,36182.0,36145.82,36.18,KZT,HOME,credit,credit 3 months
29.11.2023 00:57,675779,0141595978-0001,ISSUED,18513.0,18494.49,18.51,KZT,FASTCASH,credit,credit 12 months
29.11.2023 00:58,675782,0138028428-0004,ISSUED,27976.0,27948.02,27.98,KZT,HOME,credit,credit 12 months
29.11.2023 00:59,675784,79982940-0040,ISSUED,104360.0,104255.64,104.36,KZT,EUABFIS,credit,credit 9 months
29.11.2023 01:00,675786,0149094510-0004,ISSUED,10112.0,10101.89,10.11,KZT,HOME,credit,credit 3 months
29.11.2023 13:11,675796,0130171424-0017,REFUNDED,-230069.0,-229838.93,-230.07,KZT,HALYK,credit,credit 36 months
29.11.2023 01:05,675796,0130171424-0017,ISSUED,230069.0,229838.93,230.07,KZT,HALYK,credit,credit 36 months
29.11.2023 01:07,675800,92164842-0003,ISSUED,40228.0,40187.77,40.23,KZT,EUABFIS,credit,credit 24 months
29.11.2023 01:09,675807,0149084873-0003,ISSUED,77289.0,77211.71,77.29,KZT,HALYK,credit,credit 12 months
29.11.2023 01:19,675828,0137590629-0014,ISSUED,39518.0,39478.48,39.52,KZT,HOME,credit,credit 3 months
29.11.2023 01:20,675830,0148445732-0010,ISSUED,113756.0,113642.24,113.76,KZT,HOME,credit,credit 18 months
29.11.2023 01:24,675839,0149097146-0001,ISSUED,15426.0,15410.57,15.43,KZT,HOME,credit,credit 6 months
29.11.2023 01:24,675840,0147384881-0001,ISSUED,12562.0,12549.44,12.56,KZT,HALYK,credit,credit 6 months
29.11.2023 01:38,675861,0147970549-0001,ISSUED,34448.0,34413.55,34.45,KZT,EUABFIS,credit,credit 9 months
29.11.2023 01:47,675874,0143270308-0003,ISSUED,354844.0,308714.28,46129.72,KZT,HOME,installment,installment 12 months
29.11.2023 02:03,675900,0149098949-0001,ISSUED,19890.0,19870.11,19.89,KZT,HOME,credit,credit 12 months
29.11.2023 12:53,675901,0146509627-0002,REFUNDED,-52876.0,-52823.12,-52.88,KZT,HOME,credit,credit 3 months
29.11.2023 02:03,675901,0146509627-0002,ISSUED,52876.0,52823.12,52.88,KZT,HOME,credit,credit 3 months
29.11.2023 02:36,675944,0143912139-0016,ISSUED,242967.0,211381.29,31585.71,KZT,EUABFIS,installment,installment 12 months
29.11.2023 02:42,675951,59049825-0040,ISSUED,12693.0,12680.31,12.69,KZT,HALYK,credit,credit 6 months
29.11.2023 02:47,675953,89809417-0023,ISSUED,10523.0,10512.48,10.52,KZT,HOME,credit,credit 6 months
29.11.2023 03:12,675974,0148230339-0003,ISSUED,92700.0,92607.3,92.7,KZT,HOME,credit,credit 36 months
29.11.2023 03:13,675975,0149101496-0001,ISSUED,29604.0,29574.4,29.6,KZT,EUABFIS,credit,credit 6 months
29.11.2023 03:35,675990,0149103281-0001,ISSUED,19774.0,19754.23,19.77,KZT,FASTCASH,credit,credit 12 months
29.11.2023 03:40,675995,0144392022-0001,ISSUED,90799.0,90708.2,90.8,KZT,HOME,credit,credit 6 months
29.11.2023 16:08,675995,0144392022-0001,REFUNDED,-90799.0,-90708.2,-90.8,KZT,HOME,credit,credit 6 months
29.11.2023 03:42,675999,0149103281-0002,ISSUED,12655.0,12642.34,12.66,KZT,EUABFIS,credit,credit 9 months
29.11.2023 04:11,676031,0147162137-0004,ISSUED,14423.0,14408.58,14.42,KZT,HOME,credit,credit 6 months
29.11.2023 05:30,676072,0137798917-0008,ISSUED,75119.0,65353.53,9765.47,KZT,HOME,installment,installment 12 months
29.11.2023 07:37,676134,0149090430-0003,ISSUED,19049.0,19029.95,19.05,KZT,FASTCASH,credit,credit 12 months
29.11.2023 07:44,676142,0149112138-0001,ISSUED,10569.0,10558.43,10.57,KZT,EUABFIS,credit,credit 3 months
29.11.2023 07:55,676152,0140253262-0004,ISSUED,20975.0,20954.02,20.98,KZT,HOME,credit,credit 6 months
29.11.2023 08:04,676163,0140629299-0004,ISSUED,44895.0,44850.1,44.9,KZT,HOME,credit,credit 12 months
29.11.2023 08:37,676189,0148859634-0010,ISSUED,38358.0,38319.64,38.36,KZT,HOME,credit,credit 6 months
29.11.2023 08:40,676191,93242325-0022,ISSUED,86265.0,86178.73,86.27,KZT,HALYK,credit,credit 36 months
29.11.2023 09:35,676284,0149124641-0001,ISSUED,115224.0,115108.78,115.22,KZT,HALYK,credit,credit 60 months
29.11.2023 09:36,676286,0148836812-0001,ISSUED,14098.0,14083.9,14.1,KZT,HOME,credit,credit 3 months
29.11.2023 09:48,676320,0149125701-0001,ISSUED,16740.0,16723.26,16.74,KZT,HOME,credit,credit 3 months
29.11.2023 09:55,676334,0141992085-0009,ISSUED,41673.0,41631.33,41.67,KZT,HOME,credit,credit 3 months
29.11.2023 09:56,676339,0148657269-0003,ISSUED,83923.0,83839.08,83.92,KZT,EUABFIS,credit,credit 24 months
29.11.2023 10:03,676352,60445605-0003,ISSUED,46714.0,46667.29,46.71,KZT,EUABFIS,credit,credit 6 months
29.11.2023 10:04,676357,0137862026-0005,ISSUED,18658.0,18639.34,18.66,KZT,HALYK,credit,credit 6 months
29.11.2023 10:05,676361,0149017707-0001,ISSUED,32448.0,32415.55,32.45,KZT,HOME,credit,credit 3 months
29.11.2023 10:06,676365,0134031573-0003,ISSUED,611196.0,610584.8,611.2,KZT,FASTCASH,credit,credit 24 months
29.11.2023 10:11,676377,0144033332-0004,ISSUED,35451.0,35415.55,35.45,KZT,EUABFIS,credit,credit 3 months
29.11.2023 10:13,676380,0143581516-0029,ISSUED,32911.0,32878.09,32.91,KZT,HALYK,credit,credit 6 months
29.11.2023 10:15,676382,0136414016-0006,ISSUED,16366.0,16349.63,16.37,KZT,HOME,credit,credit 3 months
29.11.2023 10:17,676387,0141279481-0006,ISSUED,418829.0,418410.17,418.83,KZT,HALYK,credit,credit 36 months
29.11.2023 10:23,676399,0149125463-0003,ISSUED,87448.0,87360.55,87.45,KZT,HOME,credit,credit 3 months
29.11.2023 12:10,676404,47846368-0003,REFUNDED,-82702.0,-82619.3,-82.7,KZT,HALYK,credit,credit 36 months
29.11.2023 10:25,676404,47846368-0003,ISSUED,82702.0,82619.3,82.7,KZT,HALYK,credit,credit 36 months
29.11.2023 10:27,676411,0145460874-0012,ISSUED,10363.0,10352.64,10.36,KZT,HOME,credit,credit 12 months
29.11.2023 10:32,676422,0148105896-0005,ISSUED,15573.0,15557.43,15.57,KZT,EUABFIS,credit,credit 6 months
