TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType
13.11.2023 15:47,612614,0146186815-0005,REFUNDED,-73305.0,-73231.69,-73.31,KZT,FASTCASH,credit,credit 12 months
13.11.2023 06:22,614070,0132250325-0001,REFUNDED,-20554.0,-20533.45,-20.55,KZT,FASTCASH,credit,credit 12 months
13.11.2023 19:35,621974,0146611992-0001,REFUNDED,-8525.0,-8516.47,-8.53,KZT,FASTCASH,credit,credit 12 months
13.11.2023 16:17,635355,0140903169-0021,REFUNDED,-2278800.0,-2276521.2,-2278.8,KZT,HALYK,credit,credit 24 months
13.11.2023 11:14,636062,0144251803-0002,REFUNDED,-30167.0,-30136.83,-30.17,KZT,FASTCASH,credit,credit 12 months
13.11.2023 16:40,636309,0144855413-0002,REFUNDED,-14915.0,-14900.08,-14.92,KZT,FASTCASH,credit,credit 12 months
13.11.2023 09:52,637434,0147230881-0001,REFUNDED,-38816.0,-38777.18,-38.82,KZT,FASTCASH,credit,credit 12 months
12.11.2023 21:48,638109,0147064099-0002,ISSUED,31700.0,31668.3,31.7,KZT,HALYK,credit,credit 6 months
13.11.2023 00:51,638109,0147064099-0002,REFUNDED,-31700.0,-31668.3,-31.7,KZT,HALYK,credit,credit 6 months
12.11.2023 23:39,638355,0146582977-0003,ISSUED,16530.0,16513.47,16.53,KZT,EUABFIS,credit,credit 24 months
12.11.2023 23:50,638376,0140185561-0001,ISSUED,15017.0,15001.98,15.02,KZT,FASTCASH,credit,credit 12 months
13.11.2023 00:20,638439,0128215867-0040,ISSUED,35725.0,35689.27,35.73,KZT,FASTCASH,credit,credit 12 months
13.11.2023 00:30,638465,0132942431-0014,ISSUED,25420.0,25394.58,25.42,KZT,FASTCASH,credit,credit 12 months
13.11.2023 00:37,638479,91655053-0010,ISSUED,747386.0,746638.61,747.39,KZT,FASTCASH,credit,credit 24 months
13.11.2023 00:39,638487,0141687854-0006,ISSUED,22239.0,22216.76,22.24,KZT,EUABFIS,credit,credit 12 months
13.11.2023 00:52,638507,0142318176-0001,ISSUED,48546.0,48497.45,48.55,KZT,EUABFIS,credit,credit 12 months
13.11.2023 00:59,638520,0147064099-0003,ISSUED,32711.0,32678.29,32.71,KZT,HALYK,credit,credit 6 months
13.11.2023 01:13,638539,0147280193-0001,ISSUED,162144.0,161981.86,162.14,KZT,FASTCASH,credit,credit 12 months
13.11.2023 01:17,638550,0147280524-0001,ISSUED,24987.0,24962.01,24.99,KZT,FASTCASH,credit,credit 12 months
13.11.2023 01:53,638608,44189799-0003,ISSUED,29384.0,29354.62,29.38,KZT,FASTCASH,credit,credit 12 months
13.11.2023 02:01,638618,98544992-0001,ISSUED,31736.0,31704.26,31.74,KZT,FASTCASH,credit,credit 12 months
13.11.2023 02:27,638634,0143465625-0005,ISSUED,67907.0,67839.09,67.91,KZT,HALYK,credit,credit 6 months
13.11.2023 03:01,638658,0117913851-0002,ISSUED,25904.0,25878.1,25.9,KZT,EUABFIS,credit,credit 12 months
13.11.2023 03:02,638659,0146782172-0013,ISSUED,49140.0,49090.86,49.14,KZT,HALYK,credit,credit 12 months
13.11.2023 03:22,638666,0140880138-0010,ISSUED,14723.0,14708.28,14.72,KZT,EUABFIS,credit,credit 12 months
13.11.2023 03:28,638668,0144554008-0009,ISSUED,20868.0,20847.13,20.87,KZT,FASTCASH,credit,credit 12 months
13.11.2023 11:47,638668,0144554008-0009,REFUNDED,-20868.0,-20847.13,-20.87,KZT,FASTCASH,credit,credit 12 months
13.11.2023 03:33,638674,0131738252-0011,ISSUED,30995.0,30964.0,31.0,KZT,EUABFIS,credit,credit 24 months
13.11.2023 04:31,638689,86498001-0006,ISSUED,136571.0,136434.43,136.57,KZT,EUABFIS,credit,credit 24 months
13.11.2023 06:49,638722,0143581779-0009,ISSUED,24416.0,24391.58,24.42,KZT,EUABFIS,credit,credit 12 months
13.11.2023 08:11,638750,0140702502-0008,ISSUED,41132.0,41090.87,41.13,KZT,HALYK,credit,credit 12 months
13.11.2023 08:45,638774,0147307534-0001,ISSUED,52088.0,52035.91,52.09,KZT,HALYK,credit,credit 36 months
13.11.2023 08:59,638782,0142781874-0024,ISSUED,40245.0,40204.75,40.25,KZT,EUABFIS,credit,credit 12 months
13.11.2023 09:17,638802,35137893-0020,ISSUED,12139.0,12126.86,12.14,KZT,EUABFIS,credit,credit 12 months
13.11.2023 10:18,638876,68893681-0002,ISSUED,10569.0,10558.43,10.57,KZT,FASTCASH,credit,credit 12 months
13.11.2023 10:22,638882,0141892361-0005,ISSUED,26293.0,26266.71,26.29,KZT,FASTCASH,credit,credit 12 months
13.11.2023 12:59,638929,0147260152-0007,REFUNDED,-20543.0,-20522.46,-20.54,KZT,HALYK,credit,credit 6 months
13.11.2023 10:49,638929,0147260152-0007,ISSUED,20543.0,20522.46,20.54,KZT,HALYK,credit,credit 6 months
13.11.2023 11:03,638964,0143696624-0006,ISSUED,33272.0,33238.73,33.27,KZT,EUABFIS,credit,credit 24 months
13.11.2023 11:12,638975,97454080-0015,ISSUED,68702.0,68633.3,68.7,KZT,HALYK,credit,credit 36 months
13.11.2023 11:48,639043,0140702502-0009,ISSUED,29935.0,29905.06,29.94,KZT,HALYK,credit,credit 12 months
13.11.2023 11:51,639057,0144403827-0004,ISSUED,56389.0,56332.61,56.39,KZT,FASTCASH,credit,credit 12 months
13.11.2023 11:56,639065,0125591583-0026,ISSUED,123362.0,123238.64,123.36,KZT,EUABFIS,credit,credit 24 months
13.11.2023 12:13,639118,0146716820-0002,ISSUED,15019.0,15003.98,15.02,KZT,FASTCASH,credit,credit 12 months
13.11.2023 12:23,639148,0144611828-0005,ISSUED,35746.0,35710.25,35.75,KZT,EUABFIS,credit,credit 12 months
13.11.2023 12:54,639226,0145600139-0008,ISSUED,14084.0,14069.92,14.08,KZT,HALYK,credit,credit 6 months
13.11.2023 13:06,639265,0147067325-0004,ISSUED,7665.0,7657.33,7.67,KZT,EUABFIS,credit,credit 24 months
13.11.2023 13:24,639320,0130514616-0024,ISSUED,87560.0,87472.44,87.56,KZT,EUABFIS,credit,credit 24 months
13.11.2023 13:29,639337,0147324167-0001,ISSUED,46313.0,46266.69,46.31,KZT,FASTCASH,credit,credit 12 months
13.11.2023 13:43,639380,0129214912-0004,ISSUED,14801.0,14786.2,14.8,KZT,HALYK,credit,credit 6 months
13.11.2023 13:59,639417,0144373181-0006,ISSUED,21658.0,21636.34,21.66,KZT,EUABFIS,credit,credit 12 months
13.11.2023 14:02,639429,76084513-0006,ISSUED,13796.0,13782.2,13.8,KZT,HALYK,credit,credit 6 months
13.11.2023 14:18,639468,0141106137-0001,ISSUED,205151.0,204945.85,205.15,KZT,HALYK,credit,credit 6 months
13.11.2023 14:27,639494,0139542473-0017,ISSUED,481885.0,481403.11,481.89,KZT,EUABFIS,credit,credit 24 months
13.11.2023 14:49,639555,0147070331-0001,ISSUED,12776.0,12763.22,12.78,KZT,FASTCASH,credit,credit 12 months
13.11.2023 14:54,639573,0103620536-0002,ISSUED,13933.0,13919.07,13.93,KZT,FASTCASH,credit,credit 12 months
13.11.2023 15:06,639609,0144373181-0007,ISSUED,14211.0,14196.79,14.21,KZT,EUABFIS,credit,credit 24 months
13.11.2023 15:08,639616,0142571080-0061,ISSUED,254481.0,254226.52,254.48,KZT,FASTCASH,credit,credit 24 months
13.11.2023 15:19,639651,0147335532-0001,ISSUED,11883.0,11871.12,11.88,KZT,FASTCASH,credit,credit 12 months
13.11.2023 15:32,639691,52450642-0004,ISSUED,12913.0,12900.09,12.91,KZT,FASTCASH,credit,credit 12 months
13.11.2023 16:12,639810,0146203536-0011,ISSUED,30165.0,30134.83,30.17,KZT,EUABFIS,credit,credit 24 months
13.11.2023 16:16,639820,0137202952-0002,ISSUED,10380.0,10369.62,10.38,KZT,EUABFIS,credit,credit 24 months
13.11.2023 16:38,639871,0147260152-0013,ISSUED,26856.0,26829.14,26.86,KZT,HALYK,credit,credit 6 months
13.11.2023 16:51,639911,0147339572-0001,ISSUED,114594.0,114479.41,114.59,KZT,EUABFIS,credit,credit 24 months
13.11.2023 16:54,639914,0140988457-0016,ISSUED,35512.0,35476.49,35.51,KZT,EUABFIS,credit,credit 24 months
13.11.2023 17:46,639914,0140988457-0016,REFUNDED,-35512.0,-35476.49,-35.51,KZT,EUABFIS,credit,credit 24 months
13.11.2023 16:59,639933,0144032302-0005,ISSUED,23337.0,23313.66,23.34,KZT,EUABFIS,credit,credit 12 months
13.11.2023 17:25,640001,0138503300-0007,ISSUED,19967.0,19947.03,19.97,KZT,EUABFIS,credit,credit 12 months
13.11.2023 17:37,640033,0147232115-0002,ISSUED,19321.0,19301.68,19.32,KZT,EUABFIS,credit,credit 24 months
13.11.2023 17:46,640058,0140988457-0017,ISSUED,35512.0,35476.49,35.51,KZT,EUABFIS,credit,credit 24 months
13.11.2023 18:01,640105,0145803951-0003,ISSUED,59990.0,59930.01,59.99,KZT,EUABFIS,credit,credit 12 months
13.11.2023 18:05,640117,99821502-0005,ISSUED,59565.0,59505.43,59.57,KZT,EUABFIS,credit,credit 12 months
13.11.2023 18:34,640179,0146582977-0008,ISSUED,16530.0,16513.47,16.53,KZT,EUABFIS,credit,credit 24 months
13.11.2023 18:38,640185,0131827385-0021,ISSUED,11963.0,11951.04,11.96,KZT,FASTCASH,credit,credit 12 months
13.11.2023 18:43,640196,0145456264-0013,ISSUED,183346.0,183162.65,183.35,KZT,HALYK,credit,credit 36 months
13.11.2023 18:50,640206,0101516158-0034,ISSUED,20452.0,20431.55,20.45,KZT,HALYK,credit,credit 6 months
13.11.2023 18:51,640213,0145929517-0009,ISSUED,37969.0,37931.03,37.97,KZT,FASTCASH,credit,credit 12 months
13.11.2023 19:01,640234,0147250102-0006,ISSUED,6286.0,6279.71,6.29,KZT,FASTCASH,credit,credit 12 months
13.11.2023 19:32,640294,68404512-0035,ISSUED,46183.0,46136.82,46.18,KZT,EUABFIS,credit,credit 24 months
13.11.2023 19:52,640339,0142714392-0004,ISSUED,71969.0,71897.03,71.97,KZT,EUABFIS,credit,credit 12 months
13.11.2023 19:57,640353,0144154006-0002,ISSUED,32718.0,32685.28,32.72,KZT,EUABFIS,credit,credit 24 months
13.11.2023 19:59,640359,0129785007-0006,ISSUED,24808.0,24783.19,24.81,KZT,FASTCASH,credit,credit 12 months
