TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType
09.11.2023 15:09,604588,0145953802-0002,REFUNDED,-13445.0,-13431.55,-13.45,KZT,HALYK,credit,credit 6 months
09.11.2023 15:04,605693,0145950187-0008,REFUNDED,-34506.0,-34471.49,-34.51,KZT,EUABFIS,credit,credit 24 months
09.11.2023 10:46,625841,0146763179-0002,REFUNDED,-16438.0,-16421.56,-16.44,KZT,EUABFIS,credit,credit 12 months
09.11.2023 10:22,627546,0138934260-0004,REFUNDED,-17760.0,-17742.24,-17.76,KZT,FASTCASH,credit,credit 12 months
09.11.2023 00:02,628291,0146626231-0007,REFUNDED,-141578.0,-141436.42,-141.58,KZT,HALYK,credit,credit 36 months
09.11.2023 00:07,628341,0146873298-0001,ISSUED,14225.0,14210.77,14.23,KZT,EUABFIS,credit,credit 12 months
09.11.2023 00:09,628342,0146874719-0001,ISSUED,10324.0,10313.68,10.32,KZT,HALYK,credit,credit 6 months
09.11.2023 00:10,628344,56514333-0003,ISSUED,78175.0,78096.82,78.18,KZT,HALYK,credit,credit 36 months
09.11.2023 02:22,628487,0138397543-0008,ISSUED,57979.0,57921.02,57.98,KZT,EUABFIS,credit,credit 24 months
09.11.2023 02:39,628496,0140043112-0023,ISSUED,44385.0,44340.61,44.39,KZT,HALYK,credit,credit 12 months
09.11.2023 02:53,628500,0146884751-0001,ISSUED,8417.0,8408.58,8.42,KZT,EUABFIS,credit,credit 12 months
09.11.2023 03:55,628520,0146887108-0001,ISSUED,20128.0,20107.87,20.13,KZT,FASTCASH,credit,credit 24 months
09.11.2023 08:19,628578,10007582-0024,ISSUED,28130.0,28101.87,28.13,KZT,EUABFIS,credit,credit 12 months
09.11.2023 08:51,628597,0139793242-0013,ISSUED,45004.0,44959.0,45.0,KZT,FASTCASH,credit,credit 12 months
09.11.2023 09:39,628636,0144907884-0002,ISSUED,33728.0,33694.27,33.73,KZT,FASTCASH,credit,credit 12 months
09.11.2023 09:49,628647,0141729997-0029,ISSUED,16933.0,16916.07,16.93,KZT,HALYK,credit,credit 6 months
09.11.2023 09:50,628650,0143791473-0001,ISSUED,27810.0,27782.19,27.81,KZT,EUABFIS,credit,credit 12 months
09.11.2023 09:52,628651,0146894952-0002,ISSUED,20509.0,20488.49,20.51,KZT,HALYK,credit,credit 6 months
09.11.2023 10:17,628684,0127675266-0004,ISSUED,68387.0,68318.61,68.39,KZT,HALYK,credit,credit 36 months
09.11.2023 13:16,628684,0127675266-0004,REFUNDED,-68387.0,-68318.61,-68.39,KZT,HALYK,credit,credit 36 months
09.11.2023 10:20,628688,0138291882-0003,ISSUED,18107.0,18088.89,18.11,KZT,EUABFIS,credit,credit 12 months
