TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType
10.09.23 01:07,516896,80578001-0038,ISSUED,78710,78631.29,78.71,KZT,HALYK,credit,credit 36 months
10.09.23 01:42,516916,18905270-0050,ISSUED,8388,8379.61,8.39,KZT,FASTCASH,credit,credit 12 months
10.09.23 06:22,516972,0132117549-0006,ISSUED,19371,19351.63,19.37,KZT,FASTCASH,credit,credit 12 months
10.09.23 08:41,516993,0135679710-0002,ISSUED,22901,22878.1,22.9,KZT,FASTCASH,credit,credit 12 months
10.09.23 09:33,517025,0141321183-0001,ISSUED,53461,53407.54,53.46,KZT,EUABFIS,credit,credit 12 months
10.09.23 09:51,517037,0141753116-0001,ISSUED,24143,24118.86,24.14,KZT,FASTCASH,credit,credit 12 months
10.09.23 10:32,517076,0139907515-0005,ISSUED,52813,52760.19,52.81,KZT,HALYK,credit,credit 36 months
10.09.23 10:44,517088,0136667574-0006,ISSUED,11166,11154.83,11.17,KZT,EUABFIS,credit,credit 3 months
10.09.23 11:21,517142,0141508766-0009,ISSUED,32967,32934.03,32.97,KZT,EUABFIS,credit,credit 3 months
10.09.23 11:41,517183,77215164-0011,ISSUED,109632,109522.37,109.63,KZT,EUABFIS,credit,credit 12 months
10.09.23 12:18,517230,0124516830-0013,ISSUED,31910,31878.09,31.91,KZT,FASTCASH,credit,credit 12 months
10.09.23 12:24,517246,0141698504-0004,ISSUED,10229,10218.77,10.23,KZT,EUABFIS,credit,credit 3 months
10.09.23 12:57,517322,0139907515-0008,ISSUED,40744,40703.26,40.74,KZT,FASTCASH,credit,credit 12 months
10.09.23 14:20,517485,69082386-0006,ISSUED,147071,146923.93,147.07,KZT,EUABFIS,credit,credit 6 months
10.09.23 14:42,517524,0137712461-0011,ISSUED,15263,15247.74,15.26,KZT,EUABFIS,credit,credit 3 months
10.09.23 15:16,517599,0141769691-0001,ISSUED,70169,70098.83,70.17,KZT,EUABFIS,credit,credit 3 months
10.09.23 15:22,517617,0132454808-0003,ISSUED,35696,35660.3,35.7,KZT,FASTCASH,credit,credit 12 months
10.09.23 15:31,517639,0141769841-0001,ISSUED,22094,22071.91,22.09,KZT,EUABFIS,credit,credit 3 months
10.09.23 15:54,517695,0129066554-0001,ISSUED,10708,10697.29,10.71,KZT,EUABFIS,credit,credit 9 months
10.09.23 16:10,517732,0138853273-0010,ISSUED,28739,28710.26,28.74,KZT,HALYK,credit,credit 6 months
10.09.23 16:17,517754,80578001-0039,ISSUED,66134,66067.87,66.13,KZT,HALYK,credit,credit 36 months
10.09.23 16:42,517799,0141765511-0001,ISSUED,15240,15224.76,15.24,KZT,EUABFIS,credit,credit 6 months
10.09.23 17:02,517833,0123943466-0003,ISSUED,11022,11010.98,11.02,KZT,FASTCASH,credit,credit 12 months
10.09.23 17:12,517850,0141409989-0003,ISSUED,53010,52956.99,53.01,KZT,EUABFIS,credit,credit 3 months
10.09.23 17:39,517893,0141776935-0001,ISSUED,13264,13250.74,13.26,KZT,EUABFIS,credit,credit 6 months
10.09.23 18:01,517919,78446565-0003,ISSUED,101561,101459.44,101.56,KZT,EUABFIS,credit,credit 12 months
10.09.23 18:24,517961,0141290458-0007,ISSUED,8122,8113.88,8.12,KZT,EUABFIS,credit,credit 3 months
10.09.23 19:11,518042,87169637-0004,ISSUED,18780,18761.22,18.78,KZT,EUABFIS,credit,credit 3 months
10.09.23 19:18,518055,0141473163-0001,ISSUED,7006,6998.99,7.01,KZT,FASTCASH,credit,credit 12 months
10.09.23 19:30,518075,0141785411-0001,ISSUED,107714,107606.29,107.71,KZT,HALYK,credit,credit 36 months
10.09.23 19:45,518105,0141344002-0013,ISSUED,6667,6660.33,6.67,KZT,FASTCASH,credit,credit 12 months
10.09.23 19:52,518113,0140509767-0006,ISSUED,49847,49797.15,49.85,KZT,FASTCASH,credit,credit 12 months
10.09.23 20:25,518146,0141718077-0002,ISSUED,11930,11918.07,11.93,KZT,EUABFIS,credit,credit 3 months
10.09.23 20:39,518170,0140884507-0002,ISSUED,14815,14800.18,14.82,KZT,HALYK,credit,credit 6 months
10.09.23 20:50,518179,0127601673-0005,ISSUED,70256,70185.74,70.26,KZT,HALYK,credit,credit 36 months
10.09.23 20:54,518180,0141012643-0010,ISSUED,18764,18745.24,18.76,KZT,EUABFIS,credit,credit 3 months
10.09.23 21:41,518215,75699793-0002,ISSUED,22948,22925.05,22.95,KZT,FASTCASH,credit,credit 12 months
10.09.23 22:03,518235,0123442871-0018,ISSUED,19132,19112.87,19.13,KZT,EUABFIS,credit,credit 3 months
10.09.23 22:11,518244,0138091220-0007,ISSUED,16625,16608.37,16.63,KZT,EUABFIS,credit,credit 6 months
10.09.23 22:18,518254,0123442871-0019,ISSUED,24788,24763.21,24.79,KZT,EUABFIS,credit,credit 3 months
10.09.23 23:00,518296,60748714-0002,ISSUED,10769,10758.23,10.77,KZT,HALYK,credit,credit 6 months
10.09.23 23:00,518295,98319265-0012,ISSUED,10405,10394.59,10.41,KZT,HALYK,credit,credit 6 months
10.09.23 23:12,518306,0139389524-0002,ISSUED,133848,133714.15,133.85,KZT,HALYK,credit,credit 48 months
10.09.23 23:40,518332,0141612778-0005,ISSUED,22851,22828.15,22.85,KZT,HALYK,credit,credit 6 months
10.09.23 23:53,518345,0141803862-0001,ISSUED,262230,261967.77,262.23,KZT,HALYK,credit,credit 36 months
