TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType
08.09.23 02:46,513747,78052484-0002,ISSUED,16669.0,16652.33,16.67,KZT,EUABFIS,credit,credit 3 months
08.09.23 06:30,513789,0130542375-0012,ISSUED,32092.0,32059.91,32.09,KZT,FASTCASH,credit,credit 12 months
08.09.23 06:41,513791,0141194001-0001,ISSUED,134109.0,133974.89,134.11,KZT,FASTCASH,credit,credit 12 months
08.09.23 08:20,513814,0133183630-0003,ISSUED,166101.0,165934.9,166.1,KZT,EUABFIS,credit,credit 12 months
08.09.23 08:24,513816,0141608863-0001,ISSUED,123142.0,123018.86,123.14,KZT,EUABFIS,credit,credit 3 months
08.09.23 08:40,513822,0141605785-0002,ISSUED,20341.0,20320.66,20.34,KZT,HALYK,credit,credit 6 months
08.09.23 08:40,513821,35393068-0056,ISSUED,10172.0,10161.83,10.17,KZT,EUABFIS,credit,credit 3 months
08.09.23 08:48,513829,0129537495-0005,ISSUED,49541.0,49491.46,49.54,KZT,FASTCASH,credit,credit 12 months
08.09.23 09:00,513833,0141605785-0003,ISSUED,36152.0,36115.85,36.15,KZT,HALYK,credit,credit 6 months
08.09.23 09:06,513840,62287902-0032,ISSUED,170923.0,170752.08,170.92,KZT,EUABFIS,credit,credit 6 months
08.09.23 09:34,513856,0129642091-0010,ISSUED,61317.0,61255.68,61.32,KZT,FASTCASH,credit,credit 12 months
08.09.23 09:42,513862,0137275299-0005,ISSUED,76342.0,76265.66,76.34,KZT,EUABFIS,credit,credit 24 months
08.09.23 09:47,513864,0137350962-0003,ISSUED,15506.0,15490.49,15.51,KZT,EUABFIS,credit,credit 3 months
08.09.23 09:54,513875,0140465363-0003,ISSUED,29066.0,29036.93,29.07,KZT,HALYK,credit,credit 12 months
08.09.23 09:56,513878,0136263482-0002,ISSUED,90898.0,90807.1,90.9,KZT,FASTCASH,credit,credit 12 months
08.09.23 10:05,513822,0141605785-0002,REFUNDED,-20341.0,-20320.66,-20.34,KZT,HALYK,credit,credit 6 months
08.09.23 10:25,513896,0141188156-0008,ISSUED,12469.0,12456.53,12.47,KZT,HALYK,credit,credit 6 months
08.09.23 10:31,513906,0141605785-0005,ISSUED,123345.0,123221.65,123.35,KZT,HALYK,credit,credit 24 months
08.09.23 10:33,513909,0140801723-0006,ISSUED,5443.0,5437.56,5.44,KZT,FASTCASH,credit,credit 12 months
08.09.23 10:37,513926,78087214-0016,ISSUED,15891.0,15875.11,15.89,KZT,EUABFIS,credit,credit 6 months
08.09.23 10:41,513938,04239197-0023,ISSUED,48140.0,48091.86,48.14,KZT,HALYK,credit,credit 6 months
08.09.23 10:49,513958,0136808528-0007,ISSUED,33500.0,33466.5,33.5,KZT,FASTCASH,credit,credit 12 months
