TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType
04.11.2023 10:16,603714,0140032863-0004,REFUNDED,-43626.0,-43582.37,-43.63,KZT,FASTCASH,credit,credit 12 months
04.11.2023 11:43,608669,83892653-0005,REFUNDED,-16777.0,-16760.22,-16.78,KZT,FASTCASH,credit,credit 12 months
03.11.2023 23:59,616439,0142309048-0005,ISSUED,11774.0,11762.23,11.77,KZT,FASTCASH,credit,credit 12 months
04.11.2023 00:10,616464,0132765534-0011,ISSUED,86163.0,86076.84,86.16,KZT,HALYK,credit,credit 36 months
04.11.2023 00:41,616510,0146022518-0004,ISSUED,27917.0,27889.08,27.92,KZT,EUABFIS,credit,credit 12 months
04.11.2023 00:45,616516,0145846795-0001,ISSUED,13066.0,13052.93,13.07,KZT,EUABFIS,credit,credit 24 months
04.11.2023 01:04,616541,0144651217-0003,ISSUED,10890.0,10879.11,10.89,KZT,FASTCASH,credit,credit 12 months
04.11.2023 01:10,616546,0145317058-0008,ISSUED,34562.0,34527.44,34.56,KZT,EUABFIS,credit,credit 12 months
04.11.2023 01:10,616547,0146022518-0005,ISSUED,55834.0,55778.17,55.83,KZT,EUABFIS,credit,credit 12 months
04.11.2023 01:20,616558,0140142371-0015,ISSUED,45791.0,45745.21,45.79,KZT,EUABFIS,credit,credit 12 months
04.11.2023 13:34,616578,0146435217-0001,REFUNDED,-160834.0,-160673.17,-160.83,KZT,FASTCASH,credit,credit 12 months
04.11.2023 01:31,616578,0146435217-0001,ISSUED,160834.0,160673.17,160.83,KZT,FASTCASH,credit,credit 12 months
04.11.2023 01:36,616590,82830105-0064,ISSUED,563123.0,562559.88,563.12,KZT,HALYK,credit,credit 36 months
04.11.2023 02:26,616646,0146154781-0004,ISSUED,279361.0,279081.64,279.36,KZT,EUABFIS,credit,credit 12 months
04.11.2023 02:34,616650,0146434171-0003,ISSUED,70158.0,70087.84,70.16,KZT,HALYK,credit,credit 36 months
04.11.2023 03:04,616670,0146440166-0001,ISSUED,92433.0,92340.57,92.43,KZT,FASTCASH,credit,credit 12 months
04.11.2023 05:53,616730,0145851693-0003,ISSUED,183002.0,182819.0,183.0,KZT,HALYK,credit,credit 12 months
04.11.2023 07:18,616730,0145851693-0003,REFUNDED,-183002.0,-182819.0,-183.0,KZT,HALYK,credit,credit 12 months
04.11.2023 07:40,616749,0145851693-0007,ISSUED,199310.0,199110.69,199.31,KZT,HALYK,credit,credit 12 months
04.11.2023 09:34,616818,63770180-0004,ISSUED,14016.0,14001.98,14.02,KZT,FASTCASH,credit,credit 12 months
04.11.2023 09:36,616820,0146071517-0012,ISSUED,15421.0,15405.58,15.42,KZT,EUABFIS,credit,credit 12 months
04.11.2023 09:48,616835,0146071517-0013,ISSUED,10964.0,10953.04,10.96,KZT,EUABFIS,credit,credit 12 months
04.11.2023 09:56,616842,0137938897-0012,ISSUED,20704.0,20683.3,20.7,KZT,EUABFIS,credit,credit 24 months
04.11.2023 10:01,616852,0122609495-0005,ISSUED,66878.0,66811.12,66.88,KZT,FASTCASH,credit,credit 12 months
04.11.2023 10:15,616864,0146451512-0001,ISSUED,10703.0,10692.3,10.7,KZT,FASTCASH,credit,credit 12 months
04.11.2023 10:44,616913,0141764384-0001,ISSUED,18625.0,18606.37,18.63,KZT,FASTCASH,credit,credit 12 months
04.11.2023 10:50,616921,62708661-0001,ISSUED,17837.0,17819.16,17.84,KZT,EUABFIS,credit,credit 12 months
04.11.2023 10:53,616927,0131760270-0003,ISSUED,23626.0,23602.37,23.63,KZT,FASTCASH,credit,credit 12 months
04.11.2023 10:59,616948,0139405970-0001,ISSUED,187653.0,187465.35,187.65,KZT,EUABFIS,credit,credit 24 months
04.11.2023 11:10,616978,0142469915-0004,ISSUED,37013.0,36975.99,37.01,KZT,HALYK,credit,credit 6 months
04.11.2023 11:12,616988,64979894-0003,ISSUED,26010.0,25983.99,26.01,KZT,FASTCASH,credit,credit 12 months
04.11.2023 11:17,617000,0144992163-0001,ISSUED,44775.0,44730.22,44.78,KZT,FASTCASH,credit,credit 12 months
04.11.2023 11:20,617009,0137938897-0016,ISSUED,7528.0,7520.47,7.53,KZT,EUABFIS,credit,credit 24 months
04.11.2023 11:29,617031,0131232835-0006,ISSUED,25524.0,25498.48,25.52,KZT,EUABFIS,credit,credit 12 months
04.11.2023 11:37,617031,0131232835-0006,REFUNDED,-25524.0,-25498.48,-25.52,KZT,EUABFIS,credit,credit 12 months
04.11.2023 11:40,617059,0141412080-0005,ISSUED,18246.0,18227.75,18.25,KZT,HALYK,credit,credit 6 months
04.11.2023 12:02,617059,0141412080-0005,REFUNDED,-18246.0,-18227.75,-18.25,KZT,HALYK,credit,credit 6 months
04.11.2023 12:10,617138,0146184828-0002,ISSUED,11925.0,11913.07,11.93,KZT,EUABFIS,credit,credit 24 months
04.11.2023 12:17,617158,0143283753-0004,ISSUED,17942.0,17924.06,17.94,KZT,EUABFIS,credit,credit 12 months
04.11.2023 12:23,617170,0138658777-0073,ISSUED,76612.0,76535.39,76.61,KZT,FASTCASH,credit,credit 12 months
04.11.2023 12:23,617172,0146136678-0008,ISSUED,17533.0,17515.47,17.53,KZT,FASTCASH,credit,credit 12 months
04.11.2023 12:24,617176,94302475-0004,ISSUED,441552.0,441110.45,441.55,KZT,HALYK,credit,credit 36 months
04.11.2023 12:30,617187,0141737503-0015,ISSUED,13986.0,13972.01,13.99,KZT,HALYK,credit,credit 6 months
04.11.2023 12:43,617225,59792629-0002,ISSUED,6759.0,6752.24,6.76,KZT,FASTCASH,credit,credit 12 months
04.11.2023 12:46,617235,0146458816-0001,ISSUED,69453.0,69383.55,69.45,KZT,HALYK,credit,credit 36 months
04.11.2023 12:59,617277,0143581779-0007,ISSUED,17862.0,17844.14,17.86,KZT,EUABFIS,credit,credit 12 months
04.11.2023 13:05,617297,0144920437-0002,ISSUED,119900.0,119780.1,119.9,KZT,HALYK,credit,credit 12 months
04.11.2023 13:18,617337,0146461206-0001,ISSUED,16897.0,16880.1,16.9,KZT,EUABFIS,credit,credit 24 months
04.11.2023 13:19,617340,0136739380-0026,ISSUED,126480.0,126353.52,126.48,KZT,HALYK,credit,credit 36 months
04.11.2023 13:22,617345,0146461304-0001,ISSUED,16231.0,16214.77,16.23,KZT,EUABFIS,credit,credit 24 months
