TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType
08.10.2023 23:20,565269,0135998271-0004,ISSUED,77808.0,77730.19,77.81,KZT,HALYK,credit,credit 48 months
08.10.2023 22:40,565217,0143952098-0005,ISSUED,31139.0,31107.86,31.14,KZT,EUABFIS,credit,credit 12 months
08.10.2023 22:31,565195,0142894254-0012,ISSUED,58518.0,58459.48,58.52,KZT,HALYK,credit,credit 6 months
08.10.2023 22:16,565172,0141505983-0003,ISSUED,9445.0,9435.55,9.45,KZT,EUABFIS,credit,credit 3 months
08.10.2023 22:01,565163,63508095-0038,ISSUED,27088.0,27060.91,27.09,KZT,EUABFIS,credit,credit 9 months
08.10.2023 20:44,565063,0141078174-0016,ISSUED,80141.0,80060.86,80.14,KZT,HALYK,credit,credit 36 months
08.10.2023 20:38,565053,0144259624-0001,ISSUED,36455.0,36418.54,36.46,KZT,EUABFIS,credit,credit 3 months
08.10.2023 20:24,565036,0141606432-0017,ISSUED,12546.0,12533.45,12.55,KZT,HALYK,credit,credit 6 months
08.10.2023 20:13,565015,80360712-0003,ISSUED,8732.0,8723.27,8.73,KZT,EUABFIS,credit,credit 3 months
08.10.2023 20:07,565004,0137661098-0018,ISSUED,21987.0,21965.01,21.99,KZT,EUABFIS,credit,credit 6 months
08.10.2023 19:52,564974,0141606432-0016,ISSUED,11098.0,11086.9,11.1,KZT,HALYK,credit,credit 6 months
08.10.2023 19:48,564968,0144254094-0002,ISSUED,11990.0,11978.01,11.99,KZT,EUABFIS,credit,credit 3 months
08.10.2023 19:25,564925,88400561-0001,ISSUED,33276.0,33242.72,33.28,KZT,EUABFIS,credit,credit 3 months
08.10.2023 19:21,564915,96741011-0006,ISSUED,51420.0,51368.58,51.42,KZT,HALYK,credit,credit 36 months
08.10.2023 19:18,564910,0143055871-0013,ISSUED,10665.0,10654.33,10.67,KZT,HALYK,credit,credit 6 months
08.10.2023 18:47,564843,0141412036-0016,ISSUED,79030.0,78950.97,79.03,KZT,HALYK,credit,credit 12 months
08.10.2023 18:20,564794,0144094085-0007,ISSUED,64660.0,64595.34,64.66,KZT,HALYK,credit,credit 24 months
08.10.2023 18:11,564779,0144242610-0002,ISSUED,19014.0,18994.99,19.01,KZT,EUABFIS,credit,credit 6 months
08.10.2023 17:51,564729,0144246344-0001,ISSUED,32754.0,32721.25,32.75,KZT,HALYK,credit,credit 6 months
08.10.2023 17:50,564727,96327375-0010,ISSUED,67374.0,67306.63,67.37,KZT,HALYK,credit,credit 36 months
08.10.2023 17:39,564697,0144150096-0002,ISSUED,23149.0,23125.85,23.15,KZT,EUABFIS,credit,credit 6 months
08.10.2023 17:35,564685,0144081622-0007,ISSUED,43140.0,43096.86,43.14,KZT,EUABFIS,credit,credit 3 months
08.10.2023 17:21,564646,0143649551-0013,ISSUED,100413.0,100312.59,100.41,KZT,HALYK,credit,credit 36 months
08.10.2023 16:53,564574,80578001-0100,ISSUED,61462.0,61400.54,61.46,KZT,HALYK,credit,credit 36 months
08.10.2023 16:51,564569,0144153203-0004,ISSUED,10383.0,10372.62,10.38,KZT,EUABFIS,credit,credit 3 months
08.10.2023 16:44,564549,0141412036-0013,ISSUED,35950.0,35914.05,35.95,KZT,HALYK,credit,credit 12 months
