TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType
13.10.2023 16:38,552136,95328626-0017,REFUNDED,-32901.0,-32868.1,-32.9,KZT,FASTCASH,credit,credit 12 months
13.10.2023 16:35,560934,0143953133-0002,REFUNDED,-26104.0,-26077.9,-26.1,KZT,EUABFIS,credit,credit 6 months
13.10.2023 16:29,561808,0142086070-0008,REFUNDED,-67991.0,-67923.01,-67.99,KZT,HALYK,credit,credit 36 months
13.10.2023 16:28,562260,0141914956-0004,REFUNDED,-73004.0,-72931.0,-73.0,KZT,HALYK,credit,credit 36 months
13.10.2023 16:28,562744,0141228221-0001,REFUNDED,-34433.0,-34398.57,-34.43,KZT,EUABFIS,credit,credit 6 months
13.10.2023 16:26,563050,0136089262-0015,REFUNDED,-8032.0,-8023.97,-8.03,KZT,EUABFIS,credit,credit 3 months
13.10.2023 16:32,563435,0142979311-0005,REFUNDED,-33358.0,-33324.64,-33.36,KZT,HALYK,credit,credit 6 months
13.10.2023 16:26,563437,0135150054-0006,REFUNDED,-57008.0,-56950.99,-57.01,KZT,HALYK,credit,credit 6 months
13.10.2023 16:27,563449,0138064971-0002,REFUNDED,-326005.0,-325678.99,-326.01,KZT,HALYK,credit,credit 60 months
13.10.2023 16:34,563451,0143788891-0003,REFUNDED,-77341.0,-77263.66,-77.34,KZT,HALYK,credit,credit 12 months
13.10.2023 16:33,564910,0143055871-0013,REFUNDED,-10665.0,-10654.33,-10.67,KZT,HALYK,credit,credit 6 months
13.10.2023 16:36,565534,0144270225-0001,REFUNDED,-11916.0,-11904.08,-11.92,KZT,HALYK,credit,credit 6 months
13.10.2023 16:36,565673,61001024-0002,REFUNDED,-24107.0,-24082.89,-24.11,KZT,EUABFIS,credit,credit 6 months
13.10.2023 19:24,566120,0142865337-0045,REFUNDED,-15000.0,-14985.0,-15.0,KZT,HALYK,credit,credit 6 months
13.10.2023 16:37,566276,81153055-0017,REFUNDED,-50256.0,-50205.74,-50.26,KZT,HALYK,credit,credit 36 months
13.10.2023 21:53,569842,0144253838-0001,REFUNDED,-162388.0,-162225.61,-162.39,KZT,FASTCASH,credit,credit 12 months
13.10.2023 16:38,570441,98525684-0008,REFUNDED,-63387.0,-63323.61,-63.39,KZT,FASTCASH,credit,credit 12 months
13.10.2023 15:11,572936,0144640769-0001,REFUNDED,-57186.0,-57128.81,-57.19,KZT,HALYK,credit,credit 12 months
12.10.2023 23:42,572945,79701735-0014,ISSUED,102969.0,102866.03,102.97,KZT,FASTCASH,credit,credit 12 months
13.10.2023 00:32,572992,49181551-0021,ISSUED,10343.0,10332.66,10.34,KZT,EUABFIS,credit,credit 6 months
13.10.2023 19:48,573003,0144646970-0003,REFUNDED,-143212.0,-143068.79,-143.21,KZT,EUABFIS,credit,credit 24 months
13.10.2023 00:39,573003,0144646970-0003,ISSUED,143212.0,143068.79,143.21,KZT,EUABFIS,credit,credit 24 months
13.10.2023 00:40,573004,0144648373-0001,ISSUED,45768.0,45722.23,45.77,KZT,EUABFIS,credit,credit 6 months
13.10.2023 02:08,573060,0144478375-0005,REFUNDED,-155000.0,-154845.0,-155.0,KZT,HALYK,credit,credit 24 months
13.10.2023 01:54,573060,0144478375-0005,ISSUED,155000.0,154845.0,155.0,KZT,HALYK,credit,credit 24 months
13.10.2023 02:53,573084,0144394130-0002,ISSUED,17876.0,17858.12,17.88,KZT,EUABFIS,credit,credit 6 months
13.10.2023 06:54,573135,0144398117-0003,ISSUED,77120.0,77042.88,77.12,KZT,HALYK,credit,credit 36 months
13.10.2023 07:59,573153,0144529501-0002,ISSUED,53564.0,53510.44,53.56,KZT,HALYK,credit,credit 36 months
13.10.2023 09:56,573257,0144262257-0004,ISSUED,10289.0,10278.71,10.29,KZT,EUABFIS,credit,credit 3 months
13.10.2023 10:02,573266,0140643074-0009,ISSUED,23334.0,23310.67,23.33,KZT,EUABFIS,credit,credit 3 months
13.10.2023 10:23,573290,0144063934-0003,ISSUED,28836.0,28807.16,28.84,KZT,EUABFIS,credit,credit 6 months
13.10.2023 10:41,573309,0144666495-0001,ISSUED,84150.0,84065.85,84.15,KZT,EUABFIS,credit,credit 3 months
13.10.2023 11:20,573389,0144168198-0002,ISSUED,34809.0,34774.19,34.81,KZT,EUABFIS,credit,credit 3 months
13.10.2023 11:25,573401,0131875630-0017,ISSUED,93634.0,93540.37,93.63,KZT,EUABFIS,credit,credit 36 months
13.10.2023 11:55,573481,76624948-0162,ISSUED,36691.0,36654.31,36.69,KZT,EUABFIS,credit,credit 6 months
13.10.2023 12:01,573495,0111148449-0001,ISSUED,8623.0,8614.38,8.62,KZT,EUABFIS,credit,credit 6 months
13.10.2023 12:07,573509,0144639151-0003,ISSUED,39373.0,39333.63,39.37,KZT,EUABFIS,credit,credit 6 months
13.10.2023 12:17,573538,67326489-0008,ISSUED,20641.0,20620.36,20.64,KZT,EUABFIS,credit,credit 3 months
13.10.2023 13:13,573695,0144590334-0002,ISSUED,76402.0,76325.6,76.4,KZT,EUABFIS,credit,credit 12 months
13.10.2023 13:30,573743,0100385088-0100,ISSUED,33168.0,33134.83,33.17,KZT,EUABFIS,credit,credit 12 months
13.10.2023 14:01,573821,55895909-0006,ISSUED,104904.0,104799.1,104.9,KZT,HALYK,credit,credit 48 months
13.10.2023 14:17,573857,0138850908-0011,ISSUED,55628.0,55572.37,55.63,KZT,HALYK,credit,credit 36 months
13.10.2023 14:32,573888,0144684471-0001,ISSUED,7594.0,7586.41,7.59,KZT,EUABFIS,credit,credit 3 months
13.10.2023 14:34,573894,0100385088-0101,ISSUED,22160.0,22137.84,22.16,KZT,EUABFIS,credit,credit 12 months
13.10.2023 14:37,573899,0144328870-0002,ISSUED,51012.0,50960.99,51.01,KZT,HALYK,credit,credit 36 months
13.10.2023 14:41,573916,0144612862-0001,ISSUED,194409.0,194214.59,194.41,KZT,EUABFIS,credit,credit 3 months
13.10.2023 15:12,573998,0122362239-0005,ISSUED,443429.0,442985.57,443.43,KZT,EUABFIS,credit,credit 6 months
13.10.2023 15:16,574018,0142764686-0003,ISSUED,32905.0,32872.09,32.91,KZT,EUABFIS,credit,credit 9 months
13.10.2023 15:34,574069,55721819-0002,ISSUED,26534.0,26507.47,26.53,KZT,EUABFIS,credit,credit 12 months
13.10.2023 15:43,574103,0142480317-0004,ISSUED,5905.0,5899.09,5.91,KZT,FASTCASH,credit,credit 12 months
13.10.2023 15:51,574119,82846743-0017,ISSUED,27232.0,27204.77,27.23,KZT,EUABFIS,credit,credit 3 months
13.10.2023 15:52,574120,0140104992-0011,ISSUED,8263.0,8254.74,8.26,KZT,EUABFIS,credit,credit 6 months
