TransactionDate,BillNumber,PaymentToken,TypeOperation,Amount,Payment,Fee,Currency,Partner,Product,ProductType
05.09.23 07:00,508798,0140367588-0001,ISSUED,141981.0,141839.02,141.98,KZT,HALYK,credit,credit 36 months
05.09.23 09:03,508818,0139539727-0003,ISSUED,7262.0,7254.74,7.26,KZT,EUABFIS,credit,credit 3 months
05.09.23 09:35,508831,0139871831-0005,ISSUED,18200.0,18181.8,18.2,KZT,EUABFIS,credit,credit 3 months
05.09.23 11:40,509000,0130854231-0006,ISSUED,39417.0,39377.58,39.42,KZT,FASTCASH,credit,credit 12 months
05.09.23 12:46,509102,0133947004-0012,ISSUED,17181.0,17163.82,17.18,KZT,EUABFIS,credit,credit 6 months
05.09.23 15:33,509414,0141371713-0001,ISSUED,37690.0,37652.31,37.69,KZT,EUABFIS,credit,credit 3 months
05.09.23 16:16,509487,67570445-0015,ISSUED,50718.0,50667.28,50.72,KZT,HALYK,credit,credit 36 months
05.09.23 16:36,509525,0134337483-0002,ISSUED,9474.0,9464.53,9.47,KZT,EUABFIS,credit,credit 6 months
05.09.23 18:29,509736,0141253395-0004,ISSUED,16572.0,16555.43,16.57,KZT,EUABFIS,credit,credit 3 months
05.09.23 19:18,506202,82629272-0014,REFUNDED,-35608.0,-35572.39,-35.61,KZT,EUABFIS,credit,credit 3 months
05.09.23 19:32,509841,0127449738-0033,ISSUED,17230.0,17212.77,17.23,KZT,EUABFIS,credit,credit 3 months
05.09.23 20:27,509931,82629272-0015,ISSUED,35263.0,35227.74,35.26,KZT,EUABFIS,credit,credit 3 months
05.09.23 20:31,509938,70455756-0015,ISSUED,70469.0,70398.53,70.47,KZT,HALYK,credit,credit 36 months
05.09.23 20:55,509968,0141415258-0002,ISSUED,9341.0,9331.66,9.34,KZT,EUABFIS,credit,credit 3 months
05.09.23 21:00,509994,0127727174-0012,ISSUED,13292.0,13278.71,13.29,KZT,EUABFIS,credit,credit 36 months
05.09.23 21:19,509993,46550653-0010,ISSUED,158347.0,158188.65,158.35,KZT,HALYK,credit,credit 36 months
05.09.23 21:44,510008,0141419335-0001,ISSUED,18481.0,18462.52,18.48,KZT,EUABFIS,credit,credit 3 months
05.09.23 22:04,510033,0141012643-0001,ISSUED,26509.0,26482.49,26.51,KZT,EUABFIS,credit,credit 3 months
05.09.23 22:14,510046,0140469154-0006,ISSUED,52062.0,52009.94,52.06,KZT,EUABFIS,credit,credit 3 months
05.09.23 22:18,510033,0141012643-0001,REFUNDED,-26509.0,-26482.49,-26.51,KZT,EUABFIS,credit,credit 3 months
05.09.23 22:29,510065,0128531202-0068,ISSUED,55183.0,55127.82,55.18,KZT,HALYK,credit,credit 6 months
05.09.23 22:34,510077,0141012643-0002,ISSUED,34108.0,34073.89,34.11,KZT,EUABFIS,credit,credit 3 months
